Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
82R_S80_R1_001	(13.0, 33.0)	(14.0, 413.0)	(15.0, 1329.0)	(16.0, 3801.0)	(17.0, 7295.0)	(18.0, 7565.0)	(19.0, 7290.0)	(20.0, 8449.0)	(21.0, 10463.0)	(22.0, 16100.0)	(23.0, 32340.0)	(24.0, 62666.0)	(25.0, 110837.0)	(26.0, 173075.0)	(27.0, 269019.0)	(28.0, 398677.0)	(29.0, 577134.0)	(30.0, 791392.0)	(31.0, 1107383.0)	(32.0, 1593305.0)	(33.0, 3008305.0)	(34.0, 4554316.0)	(35.0, 8585455.0)	(36.0, 39266718.0)	(37.0, 995561.0)		
82R_S80_R2_001	(11.0, 113.0)	(12.0, 1691.0)	(13.0, 3604.0)	(14.0, 4275.0)	(15.0, 5219.0)	(16.0, 6886.0)	(17.0, 10307.0)	(18.0, 15820.0)	(19.0, 21687.0)	(20.0, 27521.0)	(21.0, 35047.0)	(22.0, 46764.0)	(23.0, 71130.0)	(24.0, 105971.0)	(25.0, 147295.0)	(26.0, 190158.0)	(27.0, 254644.0)	(28.0, 334912.0)	(29.0, 454440.0)	(30.0, 611944.0)	(31.0, 855705.0)	(32.0, 1202183.0)	(33.0, 1891521.0)	(34.0, 3467094.0)	(35.0, 8858729.0)	(36.0, 41388008.0)	(37.0, 1576253.0)
84R_S81_R1_001	(13.0, 14.0)	(14.0, 113.0)	(15.0, 305.0)	(16.0, 842.0)	(17.0, 1897.0)	(18.0, 2661.0)	(19.0, 4154.0)	(20.0, 7377.0)	(21.0, 12216.0)	(22.0, 19225.0)	(23.0, 31769.0)	(24.0, 52464.0)	(25.0, 90471.0)	(26.0, 151359.0)	(27.0, 255349.0)	(28.0, 388798.0)	(29.0, 564571.0)	(30.0, 771493.0)	(31.0, 1066483.0)	(32.0, 1427934.0)	(33.0, 2216129.0)	(34.0, 3719314.0)	(35.0, 8360468.0)	(36.0, 34821752.0)	(37.0, 465251.0)		
84R_S81_R2_001	(11.0, 159.0)	(12.0, 1981.0)	(13.0, 4163.0)	(14.0, 4631.0)	(15.0, 4454.0)	(16.0, 4387.0)	(17.0, 5377.0)	(18.0, 8335.0)	(19.0, 12935.0)	(20.0, 16074.0)	(21.0, 18848.0)	(22.0, 24143.0)	(23.0, 38102.0)	(24.0, 59506.0)	(25.0, 91146.0)	(26.0, 126612.0)	(27.0, 178932.0)	(28.0, 245117.0)	(29.0, 342433.0)	(30.0, 474455.0)	(31.0, 679985.0)	(32.0, 982288.0)	(33.0, 1585304.0)	(34.0, 2971920.0)	(35.0, 8209045.0)	(36.0, 37099571.0)	(37.0, 1242506.0)
85R_S82_R1_001	(13.0, 16.0)	(14.0, 167.0)	(15.0, 423.0)	(16.0, 1054.0)	(17.0, 2345.0)	(18.0, 2979.0)	(19.0, 4411.0)	(20.0, 8071.0)	(21.0, 12856.0)	(22.0, 16556.0)	(23.0, 22532.0)	(24.0, 34417.0)	(25.0, 61652.0)	(26.0, 110519.0)	(27.0, 195582.0)	(28.0, 318967.0)	(29.0, 494350.0)	(30.0, 709254.0)	(31.0, 998066.0)	(32.0, 1359299.0)	(33.0, 2093640.0)	(34.0, 3632986.0)	(35.0, 7161397.0)	(36.0, 47325026.0)	(37.0, 2335824.0)		
85R_S82_R2_001	(11.0, 113.0)	(12.0, 1931.0)	(13.0, 3803.0)	(14.0, 4156.0)	(15.0, 3868.0)	(16.0, 4074.0)	(17.0, 5446.0)	(18.0, 9612.0)	(19.0, 16449.0)	(20.0, 21519.0)	(21.0, 25987.0)	(22.0, 35239.0)	(23.0, 59106.0)	(24.0, 101911.0)	(25.0, 165998.0)	(26.0, 241279.0)	(27.0, 343697.0)	(28.0, 461852.0)	(29.0, 622955.0)	(30.0, 819010.0)	(31.0, 1110345.0)	(32.0, 1511590.0)	(33.0, 2307635.0)	(34.0, 4111385.0)	(35.0, 10776542.0)	(36.0, 42720197.0)	(37.0, 1416690.0)
86R_S83_R1_001	(13.0, 13.0)	(14.0, 127.0)	(15.0, 341.0)	(16.0, 1136.0)	(17.0, 2266.0)	(18.0, 2859.0)	(19.0, 4767.0)	(20.0, 9329.0)	(21.0, 16263.0)	(22.0, 22217.0)	(23.0, 33315.0)	(24.0, 55158.0)	(25.0, 99264.0)	(26.0, 169040.0)	(27.0, 282374.0)	(28.0, 436004.0)	(29.0, 643699.0)	(30.0, 903079.0)	(31.0, 1288413.0)	(32.0, 2137729.0)	(33.0, 3681943.0)	(34.0, 4551505.0)	(35.0, 8657444.0)	(36.0, 46638217.0)	(37.0, 2014172.0)		
86R_S83_R2_001	(11.0, 234.0)	(12.0, 2815.0)	(13.0, 5125.0)	(14.0, 5090.0)	(15.0, 4842.0)	(16.0, 4922.0)	(17.0, 6103.0)	(18.0, 9888.0)	(19.0, 16439.0)	(20.0, 21436.0)	(21.0, 27617.0)	(22.0, 40940.0)	(23.0, 76103.0)	(24.0, 135652.0)	(25.0, 215290.0)	(26.0, 297710.0)	(27.0, 405133.0)	(28.0, 526830.0)	(29.0, 694871.0)	(30.0, 898193.0)	(31.0, 1203275.0)	(32.0, 1627179.0)	(33.0, 2499641.0)	(34.0, 4558167.0)	(35.0, 11784523.0)	(36.0, 44304085.0)	(37.0, 2278571.0)
87R_S84_R1_001	(13.0, 13.0)	(14.0, 192.0)	(15.0, 1181.0)	(16.0, 5018.0)	(17.0, 9457.0)	(18.0, 9855.0)	(19.0, 10049.0)	(20.0, 13429.0)	(21.0, 16593.0)	(22.0, 24960.0)	(23.0, 47230.0)	(24.0, 82641.0)	(25.0, 145019.0)	(26.0, 233968.0)	(27.0, 372770.0)	(28.0, 554009.0)	(29.0, 817734.0)	(30.0, 1173648.0)	(31.0, 1858314.0)	(32.0, 4692294.0)	(33.0, 5680135.0)	(34.0, 5215685.0)	(35.0, 8914353.0)	(36.0, 33287663.0)	(37.0, 646647.0)		
87R_S84_R2_001	(11.0, 187.0)	(12.0, 2655.0)	(13.0, 4579.0)	(14.0, 4599.0)	(15.0, 4819.0)	(16.0, 6991.0)	(17.0, 11063.0)	(18.0, 17602.0)	(19.0, 27769.0)	(20.0, 40055.0)	(21.0, 55399.0)	(22.0, 69573.0)	(23.0, 91802.0)	(24.0, 120612.0)	(25.0, 167249.0)	(26.0, 225548.0)	(27.0, 318280.0)	(28.0, 424548.0)	(29.0, 573293.0)	(30.0, 769359.0)	(31.0, 1091314.0)	(32.0, 1589257.0)	(33.0, 2610196.0)	(34.0, 4932901.0)	(35.0, 10959721.0)	(36.0, 38086540.0)	(37.0, 1606946.0)
88R_S85_R1_001	(13.0, 8.0)	(14.0, 68.0)	(15.0, 279.0)	(16.0, 1093.0)	(17.0, 2136.0)	(18.0, 2688.0)	(19.0, 3823.0)	(20.0, 6646.0)	(21.0, 11378.0)	(22.0, 19145.0)	(23.0, 33525.0)	(24.0, 55435.0)	(25.0, 94025.0)	(26.0, 150761.0)	(27.0, 244506.0)	(28.0, 369737.0)	(29.0, 545162.0)	(30.0, 761725.0)	(31.0, 1031371.0)	(32.0, 1378599.0)	(33.0, 2239569.0)	(34.0, 3699470.0)	(35.0, 7346762.0)	(36.0, 41112498.0)	(37.0, 1493165.0)		
88R_S85_R2_001	(11.0, 112.0)	(12.0, 1795.0)	(13.0, 3522.0)	(14.0, 3461.0)	(15.0, 3077.0)	(16.0, 3035.0)	(17.0, 4146.0)	(18.0, 7380.0)	(19.0, 13754.0)	(20.0, 18744.0)	(21.0, 23389.0)	(22.0, 32051.0)	(23.0, 53598.0)	(24.0, 89703.0)	(25.0, 139205.0)	(26.0, 196651.0)	(27.0, 277318.0)	(28.0, 370449.0)	(29.0, 499235.0)	(30.0, 657249.0)	(31.0, 897723.0)	(32.0, 1231896.0)	(33.0, 1900944.0)	(34.0, 3437866.0)	(35.0, 9207781.0)	(36.0, 40381667.0)	(37.0, 1147823.0)
89R_S86_R1_001	(13.0, 2.0)	(14.0, 27.0)	(15.0, 169.0)	(16.0, 615.0)	(17.0, 1199.0)	(18.0, 1846.0)	(19.0, 3128.0)	(20.0, 6017.0)	(21.0, 10345.0)	(22.0, 16623.0)	(23.0, 27739.0)	(24.0, 45601.0)	(25.0, 77827.0)	(26.0, 130582.0)	(27.0, 226121.0)	(28.0, 365742.0)	(29.0, 577135.0)	(30.0, 855949.0)	(31.0, 1248282.0)	(32.0, 1791545.0)	(33.0, 2937424.0)	(34.0, 5575857.0)	(35.0, 14610032.0)	(36.0, 33881544.0)	(37.0, 208056.0)		
89R_S86_R2_001	(11.0, 93.0)	(12.0, 1502.0)	(13.0, 3271.0)	(14.0, 3302.0)	(15.0, 2803.0)	(16.0, 2457.0)	(17.0, 3069.0)	(18.0, 4970.0)	(19.0, 8890.0)	(20.0, 12059.0)	(21.0, 14911.0)	(22.0, 17957.0)	(23.0, 23410.0)	(24.0, 31676.0)	(25.0, 45985.0)	(26.0, 69055.0)	(27.0, 108040.0)	(28.0, 164927.0)	(29.0, 257185.0)	(30.0, 389413.0)	(31.0, 611702.0)	(32.0, 967869.0)	(33.0, 1714043.0)	(34.0, 3525819.0)	(35.0, 10474482.0)	(36.0, 42177462.0)	(37.0, 1963055.0)
8R_S7_R1_001	(13.0, 1.0)	(14.0, 16.0)	(15.0, 100.0)	(16.0, 324.0)	(17.0, 569.0)	(18.0, 763.0)	(19.0, 1281.0)	(20.0, 2330.0)	(21.0, 4542.0)	(22.0, 10645.0)	(23.0, 26316.0)	(24.0, 54974.0)	(25.0, 106603.0)	(26.0, 185987.0)	(27.0, 320155.0)	(28.0, 509386.0)	(29.0, 795592.0)	(30.0, 1204514.0)	(31.0, 2067070.0)	(32.0, 3537952.0)	(33.0, 4660834.0)	(34.0, 7795400.0)	(35.0, 18365176.0)	(36.0, 29580191.0)	(37.0, 131663.0)		
8R_S7_R2_001	(11.0, 220.0)	(12.0, 2978.0)	(13.0, 6215.0)	(14.0, 6305.0)	(15.0, 5806.0)	(16.0, 5219.0)	(17.0, 5608.0)	(18.0, 8851.0)	(19.0, 14049.0)	(20.0, 18092.0)	(21.0, 22445.0)	(22.0, 26620.0)	(23.0, 34483.0)	(24.0, 45525.0)	(25.0, 63902.0)	(26.0, 89778.0)	(27.0, 134168.0)	(28.0, 194431.0)	(29.0, 289993.0)	(30.0, 430940.0)	(31.0, 675512.0)	(32.0, 1074707.0)	(33.0, 1953986.0)	(34.0, 4184708.0)	(35.0, 12787606.0)	(36.0, 45545410.0)	(37.0, 1734827.0)
90R_S87_R1_001	(13.0, 6.0)	(14.0, 37.0)	(15.0, 108.0)	(16.0, 332.0)	(17.0, 743.0)	(18.0, 949.0)	(19.0, 1773.0)	(20.0, 3460.0)	(21.0, 6865.0)	(22.0, 12919.0)	(23.0, 23806.0)	(24.0, 42692.0)	(25.0, 77667.0)	(26.0, 132504.0)	(27.0, 226104.0)	(28.0, 350786.0)	(29.0, 524813.0)	(30.0, 739488.0)	(31.0, 1042849.0)	(32.0, 1496849.0)	(33.0, 2502783.0)	(34.0, 3601990.0)	(35.0, 7916578.0)	(36.0, 40361056.0)	(37.0, 998989.0)		
90R_S87_R2_001	(11.0, 157.0)	(12.0, 2222.0)	(13.0, 4628.0)	(14.0, 4744.0)	(15.0, 4002.0)	(16.0, 3401.0)	(17.0, 3496.0)	(18.0, 5361.0)	(19.0, 9080.0)	(20.0, 12278.0)	(21.0, 15949.0)	(22.0, 23130.0)	(23.0, 40384.0)	(24.0, 69613.0)	(25.0, 112340.0)	(26.0, 163272.0)	(27.0, 233341.0)	(28.0, 318736.0)	(29.0, 439128.0)	(30.0, 592780.0)	(31.0, 827721.0)	(32.0, 1164671.0)	(33.0, 1836774.0)	(34.0, 3392677.0)	(35.0, 9425625.0)	(36.0, 40115358.0)	(37.0, 1245278.0)
91R_S88_R1_001	(14.0, 30.0)	(15.0, 338.0)	(16.0, 1763.0)	(17.0, 3092.0)	(18.0, 2990.0)	(19.0, 3853.0)	(20.0, 6733.0)	(21.0, 10144.0)	(22.0, 17763.0)	(23.0, 36463.0)	(24.0, 68840.0)	(25.0, 121256.0)	(26.0, 193595.0)	(27.0, 305352.0)	(28.0, 449440.0)	(29.0, 651530.0)	(30.0, 913424.0)	(31.0, 1350670.0)	(32.0, 2542341.0)	(33.0, 5676775.0)	(34.0, 5224172.0)	(35.0, 8483541.0)	(36.0, 27518574.0)	(37.0, 445734.0)			
91R_S88_R2_001	(11.0, 149.0)	(12.0, 1735.0)	(13.0, 3105.0)	(14.0, 3216.0)	(15.0, 3090.0)	(16.0, 3491.0)	(17.0, 4987.0)	(18.0, 7809.0)	(19.0, 12322.0)	(20.0, 17944.0)	(21.0, 26613.0)	(22.0, 36748.0)	(23.0, 56636.0)	(24.0, 83388.0)	(25.0, 120490.0)	(26.0, 163567.0)	(27.0, 240800.0)	(28.0, 310398.0)	(29.0, 414685.0)	(30.0, 555341.0)	(31.0, 791659.0)	(32.0, 1163961.0)	(33.0, 1985059.0)	(34.0, 4146412.0)	(35.0, 9785088.0)	(36.0, 32951865.0)	(37.0, 1137855.0)
92R_S89_R1_001	(13.0, 17.0)	(14.0, 148.0)	(15.0, 455.0)	(16.0, 1656.0)	(17.0, 3258.0)	(18.0, 3545.0)	(19.0, 3349.0)	(20.0, 3761.0)	(21.0, 4411.0)	(22.0, 6723.0)	(23.0, 13751.0)	(24.0, 27931.0)	(25.0, 55071.0)	(26.0, 101234.0)	(27.0, 177275.0)	(28.0, 285805.0)	(29.0, 436428.0)	(30.0, 618960.0)	(31.0, 872721.0)	(32.0, 1201149.0)	(33.0, 1906657.0)	(34.0, 3347730.0)	(35.0, 7115647.0)	(36.0, 37514857.0)	(37.0, 1022589.0)		
92R_S89_R2_001	(11.0, 89.0)	(12.0, 1570.0)	(13.0, 3234.0)	(14.0, 3288.0)	(15.0, 3089.0)	(16.0, 3097.0)	(17.0, 4493.0)	(18.0, 7663.0)	(19.0, 11385.0)	(20.0, 14178.0)	(21.0, 17961.0)	(22.0, 23277.0)	(23.0, 36495.0)	(24.0, 60703.0)	(25.0, 96507.0)	(26.0, 142386.0)	(27.0, 208030.0)	(28.0, 287595.0)	(29.0, 401694.0)	(30.0, 549064.0)	(31.0, 774331.0)	(32.0, 1094635.0)	(33.0, 1712288.0)	(34.0, 3069333.0)	(35.0, 8007574.0)	(36.0, 36799773.0)	(37.0, 1391396.0)
93R_S90_R1_001	(13.0, 19.0)	(14.0, 246.0)	(15.0, 1004.0)	(16.0, 3423.0)	(17.0, 6995.0)	(18.0, 8342.0)	(19.0, 9228.0)	(20.0, 10284.0)	(21.0, 12533.0)	(22.0, 17659.0)	(23.0, 30228.0)	(24.0, 51146.0)	(25.0, 88051.0)	(26.0, 144068.0)	(27.0, 238353.0)	(28.0, 368740.0)	(29.0, 560374.0)	(30.0, 808188.0)	(31.0, 1228164.0)	(32.0, 2454526.0)	(33.0, 3482101.0)	(34.0, 4045478.0)	(35.0, 8538556.0)	(36.0, 31356239.0)	(37.0, 394695.0)		
93R_S90_R2_001	(11.0, 119.0)	(12.0, 1815.0)	(13.0, 3789.0)	(14.0, 4000.0)	(15.0, 3837.0)	(16.0, 4637.0)	(17.0, 7277.0)	(18.0, 12811.0)	(19.0, 19221.0)	(20.0, 23470.0)	(21.0, 26917.0)	(22.0, 31917.0)	(23.0, 41857.0)	(24.0, 56037.0)	(25.0, 79413.0)	(26.0, 111819.0)	(27.0, 165644.0)	(28.0, 234881.0)	(29.0, 330456.0)	(30.0, 460309.0)	(31.0, 670683.0)	(32.0, 990380.0)	(33.0, 1670082.0)	(34.0, 3334500.0)	(35.0, 8970138.0)	(36.0, 34994236.0)	(37.0, 1608395.0)
94R_S91_R1_001	(13.0, 7.0)	(14.0, 137.0)	(15.0, 1200.0)	(16.0, 4819.0)	(17.0, 7795.0)	(18.0, 6248.0)	(19.0, 5612.0)	(20.0, 7064.0)	(21.0, 8402.0)	(22.0, 12244.0)	(23.0, 24537.0)	(24.0, 45876.0)	(25.0, 83788.0)	(26.0, 143283.0)	(27.0, 241915.0)	(28.0, 375134.0)	(29.0, 561865.0)	(30.0, 784624.0)	(31.0, 1089445.0)	(32.0, 1476167.0)	(33.0, 2308178.0)	(34.0, 4840939.0)	(35.0, 8768465.0)	(36.0, 43778957.0)	(37.0, 1622305.0)		
94R_S91_R2_001	(11.0, 137.0)	(12.0, 2321.0)	(13.0, 4439.0)	(14.0, 4010.0)	(15.0, 3820.0)	(16.0, 5013.0)	(17.0, 7769.0)	(18.0, 11809.0)	(19.0, 17533.0)	(20.0, 23529.0)	(21.0, 33295.0)	(22.0, 42570.0)	(23.0, 59868.0)	(24.0, 90029.0)	(25.0, 140397.0)	(26.0, 202991.0)	(27.0, 292759.0)	(28.0, 399335.0)	(29.0, 543743.0)	(30.0, 725670.0)	(31.0, 1010087.0)	(32.0, 1423823.0)	(33.0, 2289230.0)	(34.0, 4397133.0)	(35.0, 10659563.0)	(36.0, 41440914.0)	(37.0, 2367219.0)
95R_S92_R1_001	(13.0, 7.0)	(14.0, 58.0)	(15.0, 254.0)	(16.0, 1047.0)	(17.0, 2296.0)	(18.0, 2986.0)	(19.0, 4601.0)	(20.0, 9078.0)	(21.0, 16061.0)	(22.0, 24195.0)	(23.0, 37173.0)	(24.0, 56681.0)	(25.0, 90129.0)	(26.0, 140347.0)	(27.0, 223273.0)	(28.0, 334399.0)	(29.0, 487843.0)	(30.0, 674167.0)	(31.0, 920640.0)	(32.0, 1248890.0)	(33.0, 1985779.0)	(34.0, 3236889.0)	(35.0, 6542423.0)	(36.0, 38310996.0)	(37.0, 1394517.0)		
95R_S92_R2_001	(11.0, 80.0)	(12.0, 1205.0)	(13.0, 2751.0)	(14.0, 3119.0)	(15.0, 3059.0)	(16.0, 2997.0)	(17.0, 3517.0)	(18.0, 5729.0)	(19.0, 9076.0)	(20.0, 13228.0)	(21.0, 18284.0)	(22.0, 25398.0)	(23.0, 41011.0)	(24.0, 66155.0)	(25.0, 101245.0)	(26.0, 143429.0)	(27.0, 205508.0)	(28.0, 281078.0)	(29.0, 386161.0)	(30.0, 519140.0)	(31.0, 725359.0)	(32.0, 1012643.0)	(33.0, 1587905.0)	(34.0, 2890500.0)	(35.0, 7898963.0)	(36.0, 38487675.0)	(37.0, 1309514.0)
96R_S93_R1_001	(13.0, 12.0)	(14.0, 195.0)	(15.0, 823.0)	(16.0, 2659.0)	(17.0, 4958.0)	(18.0, 5247.0)	(19.0, 6415.0)	(20.0, 9124.0)	(21.0, 13403.0)	(22.0, 20960.0)	(23.0, 35262.0)	(24.0, 57280.0)	(25.0, 94985.0)	(26.0, 152043.0)	(27.0, 244662.0)	(28.0, 367795.0)	(29.0, 542788.0)	(30.0, 763176.0)	(31.0, 1110385.0)	(32.0, 2144149.0)	(33.0, 3240470.0)	(34.0, 3759292.0)	(35.0, 7059038.0)	(36.0, 35099290.0)	(37.0, 1420503.0)		
96R_S93_R2_001	(11.0, 94.0)	(12.0, 1495.0)	(13.0, 2910.0)	(14.0, 3155.0)	(15.0, 3040.0)	(16.0, 3649.0)	(17.0, 6020.0)	(18.0, 10031.0)	(19.0, 16449.0)	(20.0, 22754.0)	(21.0, 29324.0)	(22.0, 37675.0)	(23.0, 57123.0)	(24.0, 87484.0)	(25.0, 130447.0)	(26.0, 179018.0)	(27.0, 251575.0)	(28.0, 334630.0)	(29.0, 447132.0)	(30.0, 586798.0)	(31.0, 798274.0)	(32.0, 1101788.0)	(33.0, 1717806.0)	(34.0, 3197616.0)	(35.0, 8588379.0)	(36.0, 37335008.0)	(37.0, 1205240.0)
9R_S9_R1_001	(13.0, 30.0)	(14.0, 386.0)	(15.0, 842.0)	(16.0, 2310.0)	(17.0, 4947.0)	(18.0, 5339.0)	(19.0, 4756.0)	(20.0, 4270.0)	(21.0, 4691.0)	(22.0, 7403.0)	(23.0, 14959.0)	(24.0, 30519.0)	(25.0, 61337.0)	(26.0, 111328.0)	(27.0, 194032.0)	(28.0, 308446.0)	(29.0, 468855.0)	(30.0, 662294.0)	(31.0, 920617.0)	(32.0, 1262595.0)	(33.0, 2094163.0)	(34.0, 3508818.0)	(35.0, 6636212.0)	(36.0, 40738637.0)	(37.0, 1601577.0)		
9R_S9_R2_001	(11.0, 111.0)	(12.0, 1702.0)	(13.0, 3952.0)	(14.0, 4034.0)	(15.0, 4145.0)	(16.0, 4770.0)	(17.0, 7056.0)	(18.0, 11026.0)	(19.0, 15729.0)	(20.0, 18444.0)	(21.0, 21258.0)	(22.0, 27093.0)	(23.0, 43147.0)	(24.0, 73210.0)	(25.0, 119102.0)	(26.0, 173320.0)	(27.0, 248646.0)	(28.0, 338499.0)	(29.0, 459899.0)	(30.0, 611685.0)	(31.0, 831439.0)	(32.0, 1131046.0)	(33.0, 1720735.0)	(34.0, 3061898.0)	(35.0, 7998998.0)	(36.0, 39478757.0)	(37.0, 2239662.0)
