Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
7R_S6_R2	(25, 277.0)	(30, 547.0)	(35, 922.0)	(40, 1545.0)	(45, 2209.0)	(50, 3289.0)	(55, 3852.0)	(60, 6583.0)	(65, 8690.0)	(70, 10387.0)	(75, 11235.0)	(80, 8457.0)	(85, 4887.0)	(90, 2839.0)	(95, 2241.0)	(100, 2480.0)	(105, 2786.0)	(110, 3152.0)	(115, 3066.0)	(120, 2384.0)	(125, 1872.0)	(130, 1371.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 28575782.0)
80R_S78_R1	(25, 683.0)	(30, 1537.0)	(35, 2059.0)	(40, 1751.0)	(45, 1970.0)	(50, 2033.0)	(55, 1659.0)	(60, 1573.0)	(65, 1572.0)	(70, 1694.0)	(75, 1744.0)	(80, 1648.0)	(85, 1563.0)	(90, 1737.0)	(95, 2343.0)	(100, 3014.0)	(105, 3818.0)	(110, 4923.0)	(115, 5120.0)	(120, 4952.0)	(125, 4919.0)	(130, 3721.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 29927814.0)
80R_S78_R2	(25, 157.0)	(30, 274.0)	(35, 327.0)	(40, 464.0)	(45, 603.0)	(50, 835.0)	(55, 877.0)	(60, 1059.0)	(65, 1213.0)	(70, 1410.0)	(75, 1461.0)	(80, 1094.0)	(85, 1058.0)	(90, 1065.0)	(95, 1558.0)	(100, 2165.0)	(105, 2957.0)	(110, 3284.0)	(115, 3136.0)	(120, 3102.0)	(125, 2597.0)	(130, 2829.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 29950324.0)
81R_S79_R1	(25, 736.0)	(30, 1495.0)	(35, 1990.0)	(40, 1871.0)	(45, 2172.0)	(50, 2740.0)	(55, 2145.0)	(60, 2489.0)	(65, 3004.0)	(70, 3327.0)	(75, 3302.0)	(80, 3407.0)	(85, 3183.0)	(90, 2786.0)	(95, 3612.0)	(100, 4266.0)	(105, 5232.0)	(110, 5855.0)	(115, 6758.0)	(120, 5677.0)	(125, 5455.0)	(130, 3779.0)	(135, 1.0)	(140, 1.0)	(145, 0.0)	(150, 25926822.0)
81R_S79_R2	(25, 166.0)	(30, 302.0)	(35, 414.0)	(40, 625.0)	(45, 853.0)	(50, 1280.0)	(55, 1388.0)	(60, 1915.0)	(65, 2451.0)	(70, 2618.0)	(75, 2469.0)	(80, 1846.0)	(85, 1226.0)	(90, 849.0)	(95, 931.0)	(100, 1119.0)	(105, 1481.0)	(110, 1534.0)	(115, 1855.0)	(120, 1613.0)	(125, 1440.0)	(130, 963.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 25972767.0)
82R_S80_R1	(25, 2427.0)	(30, 5186.0)	(35, 7769.0)	(40, 7327.0)	(45, 8663.0)	(50, 9492.0)	(55, 6102.0)	(60, 5356.0)	(65, 4919.0)	(70, 4813.0)	(75, 4415.0)	(80, 4091.0)	(85, 3774.0)	(90, 3325.0)	(95, 4235.0)	(100, 5197.0)	(105, 6119.0)	(110, 6841.0)	(115, 7569.0)	(120, 5980.0)	(125, 5636.0)	(130, 4336.0)	(135, 2122.0)	(140, 10317.0)	(145, 358246.0)	(150, 20844305.0)
82R_S80_R2	(25, 775.0)	(30, 1496.0)	(35, 1593.0)	(40, 1955.0)	(45, 2454.0)	(50, 2963.0)	(55, 3057.0)	(60, 3423.0)	(65, 4067.0)	(70, 3813.0)	(75, 3665.0)	(80, 2818.0)	(85, 2340.0)	(90, 2249.0)	(95, 2382.0)	(100, 2689.0)	(105, 3265.0)	(110, 3495.0)	(115, 4103.0)	(120, 3732.0)	(125, 3976.0)	(130, 4794.0)	(135, 6811.0)	(140, 19654.0)	(145, 454567.0)	(150, 20792426.0)
84R_S81_R1	(25, 788.0)	(30, 1465.0)	(35, 4559.0)	(40, 1749.0)	(45, 2053.0)	(50, 2161.0)	(55, 1809.0)	(60, 1744.0)	(65, 1971.0)	(70, 2276.0)	(75, 2416.0)	(80, 1905.0)	(85, 2258.0)	(90, 2371.0)	(95, 2864.0)	(100, 3218.0)	(105, 3840.0)	(110, 4131.0)	(115, 4891.0)	(120, 3881.0)	(125, 4345.0)	(130, 2754.0)	(135, 0.0)	(140, 4.0)	(145, 0.0)	(150, 23980104.0)
84R_S81_R2	(25, 187.0)	(30, 329.0)	(35, 372.0)	(40, 550.0)	(45, 652.0)	(50, 938.0)	(55, 1016.0)	(60, 1210.0)	(65, 1535.0)	(70, 1859.0)	(75, 1879.0)	(80, 1545.0)	(85, 1401.0)	(90, 1717.0)	(95, 1976.0)	(100, 2576.0)	(105, 3844.0)	(110, 3447.0)	(115, 3939.0)	(120, 3934.0)	(125, 3125.0)	(130, 2524.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 23999002.0)
85R_S82_R1	(25, 857.0)	(30, 1643.0)	(35, 2447.0)	(40, 1815.0)	(45, 1935.0)	(50, 2358.0)	(55, 1875.0)	(60, 2154.0)	(65, 2437.0)	(70, 2582.0)	(75, 2733.0)	(80, 2452.0)	(85, 2537.0)	(90, 2529.0)	(95, 3260.0)	(100, 3911.0)	(105, 4794.0)	(110, 5711.0)	(115, 6332.0)	(120, 5501.0)	(125, 5646.0)	(130, 4036.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 29192229.0)
85R_S82_R2	(25, 223.0)	(30, 356.0)	(35, 374.0)	(40, 518.0)	(45, 683.0)	(50, 969.0)	(55, 1035.0)	(60, 1453.0)	(65, 1843.0)	(70, 2170.0)	(75, 2056.0)	(80, 1978.0)	(85, 1454.0)	(90, 2206.0)	(95, 2235.0)	(100, 1888.0)	(105, 2176.0)	(110, 2786.0)	(115, 5487.0)	(120, 4505.0)	(125, 3234.0)	(130, 2660.0)	(135, 0.0)	(140, 0.0)	(145, 2.0)	(150, 29219485.0)
86R_S83_R1	(25, 806.0)	(30, 1816.0)	(35, 2831.0)	(40, 2169.0)	(45, 2327.0)	(50, 2975.0)	(55, 2767.0)	(60, 3250.0)	(65, 3937.0)	(70, 4420.0)	(75, 4484.0)	(80, 4390.0)	(85, 4496.0)	(90, 4354.0)	(95, 5363.0)	(100, 6237.0)	(105, 7057.0)	(110, 7961.0)	(115, 8714.0)	(120, 7415.0)	(125, 7513.0)	(130, 5222.0)	(135, 0.0)	(140, 4.0)	(145, 0.0)	(150, 29122467.0)
86R_S83_R2	(25, 260.0)	(30, 526.0)	(35, 535.0)	(40, 759.0)	(45, 917.0)	(50, 1407.0)	(55, 1645.0)	(60, 2345.0)	(65, 3154.0)	(70, 3594.0)	(75, 3463.0)	(80, 3300.0)	(85, 2729.0)	(90, 3660.0)	(95, 3615.0)	(100, 2879.0)	(105, 3240.0)	(110, 3929.0)	(115, 7133.0)	(120, 5724.0)	(125, 4013.0)	(130, 3054.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 29161094.0)
87R_S84_R1	(25, 10772.0)	(30, 20385.0)	(35, 23216.0)	(40, 21429.0)	(45, 21668.0)	(50, 22397.0)	(55, 13215.0)	(60, 12324.0)	(65, 10304.0)	(70, 8279.0)	(75, 7270.0)	(80, 6786.0)	(85, 4759.0)	(90, 3756.0)	(95, 5144.0)	(100, 5308.0)	(105, 5273.0)	(110, 5446.0)	(115, 5997.0)	(120, 5312.0)	(125, 5125.0)	(130, 3601.0)	(135, 1979.0)	(140, 8027.0)	(145, 272078.0)	(150, 15756812.0)
87R_S84_R2	(25, 3465.0)	(30, 6304.0)	(35, 5206.0)	(40, 5681.0)	(45, 5837.0)	(50, 7296.0)	(55, 5493.0)	(60, 5914.0)	(65, 6255.0)	(70, 5949.0)	(75, 5580.0)	(80, 3807.0)	(85, 2607.0)	(90, 2218.0)	(95, 2104.0)	(100, 2105.0)	(105, 2585.0)	(110, 2653.0)	(115, 3455.0)	(120, 3513.0)	(125, 4406.0)	(130, 5702.0)	(135, 7699.0)	(140, 15776.0)	(145, 334709.0)	(150, 15810343.0)
88R_S85_R1	(25, 804.0)	(30, 1709.0)	(35, 7606.0)	(40, 2420.0)	(45, 2780.0)	(50, 2838.0)	(55, 2446.0)	(60, 2385.0)	(65, 2431.0)	(70, 2739.0)	(75, 2912.0)	(80, 2672.0)	(85, 2485.0)	(90, 2581.0)	(95, 3698.0)	(100, 4093.0)	(105, 4798.0)	(110, 5095.0)	(115, 5459.0)	(120, 4730.0)	(125, 4777.0)	(130, 3405.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 26880935.0)
88R_S85_R2	(25, 195.0)	(30, 430.0)	(35, 476.0)	(40, 663.0)	(45, 836.0)	(50, 1182.0)	(55, 1157.0)	(60, 1519.0)	(65, 1814.0)	(70, 2127.0)	(75, 2170.0)	(80, 1735.0)	(85, 1351.0)	(90, 1560.0)	(95, 2417.0)	(100, 2763.0)	(105, 4414.0)	(110, 4219.0)	(115, 3943.0)	(120, 3686.0)	(125, 3163.0)	(130, 2821.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 26911159.0)
89R_S86_R1	(25, 384.0)	(30, 778.0)	(35, 3011.0)	(40, 1464.0)	(45, 1725.0)	(50, 2076.0)	(55, 1850.0)	(60, 1835.0)	(65, 1911.0)	(70, 2044.0)	(75, 2320.0)	(80, 1989.0)	(85, 1756.0)	(90, 1484.0)	(95, 1900.0)	(100, 2205.0)	(105, 2718.0)	(110, 3168.0)	(115, 3282.0)	(120, 2899.0)	(125, 2863.0)	(130, 1994.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 28905038.0)
89R_S86_R2	(25, 154.0)	(30, 331.0)	(35, 291.0)	(40, 498.0)	(45, 630.0)	(50, 1005.0)	(55, 1023.0)	(60, 1217.0)	(65, 1610.0)	(70, 1759.0)	(75, 2101.0)	(80, 1785.0)	(85, 1529.0)	(90, 1436.0)	(95, 2118.0)	(100, 2134.0)	(105, 3062.0)	(110, 3212.0)	(115, 3166.0)	(120, 2736.0)	(125, 2674.0)	(130, 2448.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 28913775.0)
8R_S7_R1	(25, 539.0)	(30, 1211.0)	(35, 2585.0)	(40, 3138.0)	(45, 4361.0)	(50, 6499.0)	(55, 5841.0)	(60, 7724.0)	(65, 10058.0)	(70, 11046.0)	(75, 12666.0)	(80, 13452.0)	(85, 9637.0)	(90, 6096.0)	(95, 5174.0)	(100, 5684.0)	(105, 6390.0)	(110, 7870.0)	(115, 7471.0)	(120, 6616.0)	(125, 6345.0)	(130, 3492.0)	(135, 0.0)	(140, 1.0)	(145, 1.0)	(150, 25589224.0)
8R_S7_R2	(25, 295.0)	(30, 579.0)	(35, 945.0)	(40, 1597.0)	(45, 2244.0)	(50, 3199.0)	(55, 3710.0)	(60, 6216.0)	(65, 8302.0)	(70, 9716.0)	(75, 11890.0)	(80, 11372.0)	(85, 7082.0)	(90, 3585.0)	(95, 2516.0)	(100, 2778.0)	(105, 2891.0)	(110, 3705.0)	(115, 3055.0)	(120, 2556.0)	(125, 2089.0)	(130, 1532.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 25641266.0)
90R_S87_R1	(25, 262.0)	(30, 594.0)	(35, 843.0)	(40, 866.0)	(45, 1060.0)	(50, 1128.0)	(55, 1005.0)	(60, 1248.0)	(65, 1547.0)	(70, 1899.0)	(75, 1992.0)	(80, 1890.0)	(85, 1964.0)	(90, 2175.0)	(95, 2920.0)	(100, 3364.0)	(105, 3724.0)	(110, 4461.0)	(115, 5034.0)	(120, 5017.0)	(125, 5928.0)	(130, 5191.0)	(135, 5248.0)	(140, 19357.0)	(145, 537867.0)	(150, 29352061.0)
90R_S87_R2	(25, 153.0)	(30, 285.0)	(35, 343.0)	(40, 500.0)	(45, 604.0)	(50, 769.0)	(55, 887.0)	(60, 1202.0)	(65, 1526.0)	(70, 1807.0)	(75, 1905.0)	(80, 1525.0)	(85, 1522.0)	(90, 1683.0)	(95, 2159.0)	(100, 2566.0)	(105, 3441.0)	(110, 3998.0)	(115, 4424.0)	(120, 4687.0)	(125, 3882.0)	(130, 4019.0)	(135, 3958.0)	(140, 16819.0)	(145, 634268.0)	(150, 29269713.0)
91R_S88_R1	(25, 3656.0)	(30, 5974.0)	(35, 12227.0)	(40, 8151.0)	(45, 9611.0)	(50, 10289.0)	(55, 7552.0)	(60, 7219.0)	(65, 7623.0)	(70, 7958.0)	(75, 6923.0)	(80, 6018.0)	(85, 5130.0)	(90, 4022.0)	(95, 4115.0)	(100, 4866.0)	(105, 4838.0)	(110, 5258.0)	(115, 4947.0)	(120, 4184.0)	(125, 3484.0)	(130, 2285.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 12987539.0)
91R_S88_R2	(25, 1098.0)	(30, 2403.0)	(35, 2643.0)	(40, 2950.0)	(45, 3626.0)	(50, 4881.0)	(55, 4394.0)	(60, 5316.0)	(65, 6174.0)	(70, 6579.0)	(75, 6031.0)	(80, 4032.0)	(85, 3068.0)	(90, 3153.0)	(95, 2724.0)	(100, 3813.0)	(105, 3341.0)	(110, 3094.0)	(115, 3057.0)	(120, 2114.0)	(125, 1711.0)	(130, 1320.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 13046348.0)
92R_S89_R1	(25, 1131.0)	(30, 2602.0)	(35, 3352.0)	(40, 2929.0)	(45, 3254.0)	(50, 3345.0)	(55, 2431.0)	(60, 2148.0)	(65, 2272.0)	(70, 2381.0)	(75, 2235.0)	(80, 2012.0)	(85, 2277.0)	(90, 1943.0)	(95, 2440.0)	(100, 3118.0)	(105, 3398.0)	(110, 4065.0)	(115, 4712.0)	(120, 3988.0)	(125, 3814.0)	(130, 2609.0)	(135, 1.0)	(140, 2.0)	(145, 0.0)	(150, 22221934.0)
92R_S89_R2	(25, 296.0)	(30, 589.0)	(35, 616.0)	(40, 701.0)	(45, 970.0)	(50, 1262.0)	(55, 1237.0)	(60, 1407.0)	(65, 1774.0)	(70, 1873.0)	(75, 1814.0)	(80, 1131.0)	(85, 852.0)	(90, 702.0)	(95, 762.0)	(100, 1060.0)	(105, 1119.0)	(110, 1338.0)	(115, 1453.0)	(120, 1310.0)	(125, 1004.0)	(130, 886.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 22260237.0)
93R_S90_R1	(25, 3476.0)	(30, 6156.0)	(35, 7854.0)	(40, 6985.0)	(45, 7441.0)	(50, 8226.0)	(55, 4697.0)	(60, 3975.0)	(65, 3656.0)	(70, 3092.0)	(75, 3281.0)	(80, 2417.0)	(85, 2382.0)	(90, 1888.0)	(95, 2488.0)	(100, 2537.0)	(105, 3537.0)	(110, 3794.0)	(115, 4544.0)	(120, 3728.0)	(125, 3721.0)	(130, 2534.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 19116536.0)
93R_S90_R2	(25, 1274.0)	(30, 2310.0)	(35, 2015.0)	(40, 2127.0)	(45, 2325.0)	(50, 2748.0)	(55, 2203.0)	(60, 2457.0)	(65, 2448.0)	(70, 2496.0)	(75, 2627.0)	(80, 1707.0)	(85, 1338.0)	(90, 967.0)	(95, 1450.0)	(100, 1617.0)	(105, 2552.0)	(110, 2741.0)	(115, 2645.0)	(120, 2060.0)	(125, 2127.0)	(130, 2120.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 19162592.0)
94R_S91_R1	(25, 4673.0)	(30, 9758.0)	(35, 14042.0)	(40, 9548.0)	(45, 11367.0)	(50, 10950.0)	(55, 7234.0)	(60, 7464.0)	(65, 6633.0)	(70, 5764.0)	(75, 5209.0)	(80, 4556.0)	(85, 3990.0)	(90, 3310.0)	(95, 4218.0)	(100, 5090.0)	(105, 5220.0)	(110, 5896.0)	(115, 5907.0)	(120, 5249.0)	(125, 5250.0)	(130, 3701.0)	(135, 1469.0)	(140, 6603.0)	(145, 322879.0)	(150, 20155817.0)
94R_S91_R2	(25, 1252.0)	(30, 2196.0)	(35, 1993.0)	(40, 2473.0)	(45, 2815.0)	(50, 3582.0)	(55, 3106.0)	(60, 3661.0)	(65, 4341.0)	(70, 4704.0)	(75, 4378.0)	(80, 3210.0)	(85, 2309.0)	(90, 1765.0)	(95, 1723.0)	(100, 1974.0)	(105, 2350.0)	(110, 3053.0)	(115, 3279.0)	(120, 3292.0)	(125, 3809.0)	(130, 4706.0)	(135, 6167.0)	(140, 15021.0)	(145, 429081.0)	(150, 20115557.0)
95R_S92_R1	(25, 551.0)	(30, 1075.0)	(35, 4553.0)	(40, 1546.0)	(45, 1733.0)	(50, 1864.0)	(55, 1634.0)	(60, 1427.0)	(65, 1452.0)	(70, 1624.0)	(75, 1561.0)	(80, 1421.0)	(85, 1634.0)	(90, 1675.0)	(95, 2301.0)	(100, 2563.0)	(105, 3405.0)	(110, 3467.0)	(115, 4088.0)	(120, 3576.0)	(125, 3925.0)	(130, 2803.0)	(135, 1.0)	(140, 3.0)	(145, 0.0)	(150, 26280329.0)
95R_S92_R2	(25, 151.0)	(30, 278.0)	(35, 290.0)	(40, 430.0)	(45, 505.0)	(50, 682.0)	(55, 773.0)	(60, 918.0)	(65, 1176.0)	(70, 1436.0)	(75, 1390.0)	(80, 1523.0)	(85, 1468.0)	(90, 2389.0)	(95, 2791.0)	(100, 2805.0)	(105, 3599.0)	(110, 3925.0)	(115, 6224.0)	(120, 4808.0)	(125, 3490.0)	(130, 3093.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 26286066.0)
96R_S93_R1	(25, 1539.0)	(30, 3543.0)	(35, 11145.0)	(40, 5075.0)	(45, 5624.0)	(50, 5585.0)	(55, 4470.0)	(60, 4137.0)	(65, 3900.0)	(70, 3875.0)	(75, 3780.0)	(80, 3022.0)	(85, 3005.0)	(90, 2828.0)	(95, 3680.0)	(100, 3902.0)	(105, 4490.0)	(110, 4252.0)	(115, 4755.0)	(120, 3815.0)	(125, 4095.0)	(130, 2827.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 21793672.0)
96R_S93_R2	(25, 370.0)	(30, 774.0)	(35, 939.0)	(40, 1269.0)	(45, 1571.0)	(50, 2116.0)	(55, 2080.0)	(60, 2487.0)	(65, 2762.0)	(70, 3109.0)	(75, 3032.0)	(80, 2177.0)	(85, 1809.0)	(90, 1950.0)	(95, 2855.0)	(100, 2792.0)	(105, 4086.0)	(110, 3757.0)	(115, 3170.0)	(120, 2555.0)	(125, 2314.0)	(130, 2053.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 21836989.0)
9R_S9_R1	(25, 1087.0)	(30, 2386.0)	(35, 3390.0)	(40, 2943.0)	(45, 3172.0)	(50, 3476.0)	(55, 2389.0)	(60, 2296.0)	(65, 2545.0)	(70, 2780.0)	(75, 2999.0)	(80, 2665.0)	(85, 2830.0)	(90, 2536.0)	(95, 3396.0)	(100, 4085.0)	(105, 4743.0)	(110, 5225.0)	(115, 5742.0)	(120, 4873.0)	(125, 5192.0)	(130, 3132.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 22409001.0)
9R_S9_R2	(25, 340.0)	(30, 555.0)	(35, 552.0)	(40, 815.0)	(45, 948.0)	(50, 1298.0)	(55, 1279.0)	(60, 1547.0)	(65, 2081.0)	(70, 2225.0)	(75, 2313.0)	(80, 1631.0)	(85, 1084.0)	(90, 886.0)	(95, 1008.0)	(100, 1000.0)	(105, 1357.0)	(110, 1564.0)	(115, 1681.0)	(120, 1361.0)	(125, 1242.0)	(130, 895.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 22455223.0)
