Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
49R_S48_R2	(11.0, 176.0)	(12.0, 2206.0)	(13.0, 4036.0)	(14.0, 3798.0)	(15.0, 3633.0)	(16.0, 3676.0)	(17.0, 4993.0)	(18.0, 8394.0)	(19.0, 14342.0)	(20.0, 19616.0)	(21.0, 25367.0)	(22.0, 35915.0)	(23.0, 60522.0)	(24.0, 96860.0)	(25.0, 139462.0)	(26.0, 181965.0)	(27.0, 239315.0)	(28.0, 307542.0)	(29.0, 406129.0)	(30.0, 526304.0)	(31.0, 712525.0)	(32.0, 981584.0)	(33.0, 1531372.0)	(34.0, 2787304.0)	(35.0, 7638301.0)	(36.0, 22035586.0)	(37.0, 339795.0)
4R_S3_R1	(13.0, 4.0)	(14.0, 49.0)	(15.0, 202.0)	(16.0, 625.0)	(17.0, 1222.0)	(18.0, 1322.0)	(19.0, 1885.0)	(20.0, 3797.0)	(21.0, 7954.0)	(22.0, 13367.0)	(23.0, 19067.0)	(24.0, 27495.0)	(25.0, 40757.0)	(26.0, 58982.0)	(27.0, 91243.0)	(28.0, 140681.0)	(29.0, 214475.0)	(30.0, 306335.0)	(31.0, 430389.0)	(32.0, 578092.0)	(33.0, 825235.0)	(34.0, 1271324.0)	(35.0, 2907297.0)	(36.0, 24904694.0)	(37.0, 1184132.0)		
4R_S3_R2	(11.0, 249.0)	(12.0, 3707.0)	(13.0, 7183.0)	(14.0, 6717.0)	(15.0, 5606.0)	(16.0, 4937.0)	(17.0, 5465.0)	(18.0, 8585.0)	(19.0, 14602.0)	(20.0, 19577.0)	(21.0, 24327.0)	(22.0, 30852.0)	(23.0, 46638.0)	(24.0, 70673.0)	(25.0, 97367.0)	(26.0, 123512.0)	(27.0, 163612.0)	(28.0, 214587.0)	(29.0, 285434.0)	(30.0, 376260.0)	(31.0, 512549.0)	(32.0, 699150.0)	(33.0, 1070140.0)	(34.0, 1912424.0)	(35.0, 5606825.0)	(36.0, 21248462.0)	(37.0, 471185.0)
50R_S49_R1	(13.0, 5.0)	(14.0, 67.0)	(15.0, 510.0)	(16.0, 2461.0)	(17.0, 4806.0)	(18.0, 5019.0)	(19.0, 6137.0)	(20.0, 9339.0)	(21.0, 12866.0)	(22.0, 15701.0)	(23.0, 20068.0)	(24.0, 26834.0)	(25.0, 37861.0)	(26.0, 52207.0)	(27.0, 77296.0)	(28.0, 114274.0)	(29.0, 171966.0)	(30.0, 246962.0)	(31.0, 351903.0)	(32.0, 459496.0)	(33.0, 630816.0)	(34.0, 960859.0)	(35.0, 2224358.0)	(36.0, 16853198.0)	(37.0, 698540.0)		
50R_S49_R2	(11.0, 127.0)	(12.0, 2000.0)	(13.0, 3713.0)	(14.0, 3911.0)	(15.0, 3737.0)	(16.0, 4354.0)	(17.0, 6077.0)	(18.0, 9665.0)	(19.0, 13916.0)	(20.0, 18086.0)	(21.0, 24768.0)	(22.0, 31423.0)	(23.0, 46004.0)	(24.0, 62824.0)	(25.0, 81373.0)	(26.0, 96177.0)	(27.0, 120977.0)	(28.0, 154043.0)	(29.0, 203093.0)	(30.0, 264696.0)	(31.0, 360616.0)	(32.0, 500752.0)	(33.0, 782507.0)	(34.0, 1430453.0)	(35.0, 4071763.0)	(36.0, 14354733.0)	(37.0, 331761.0)
51R_S50_R1	(13.0, 12.0)	(14.0, 119.0)	(15.0, 325.0)	(16.0, 891.0)	(17.0, 1754.0)	(18.0, 2020.0)	(19.0, 2001.0)	(20.0, 2302.0)	(21.0, 3031.0)	(22.0, 4573.0)	(23.0, 8832.0)	(24.0, 15461.0)	(25.0, 25047.0)	(26.0, 38252.0)	(27.0, 61955.0)	(28.0, 99310.0)	(29.0, 155749.0)	(30.0, 233548.0)	(31.0, 343147.0)	(32.0, 487660.0)	(33.0, 749182.0)	(34.0, 1289454.0)	(35.0, 3578026.0)	(36.0, 15483137.0)	(37.0, 203976.0)		
51R_S50_R2	(11.0, 100.0)	(12.0, 1589.0)	(13.0, 3285.0)	(14.0, 3133.0)	(15.0, 2934.0)	(16.0, 2989.0)	(17.0, 4127.0)	(18.0, 6754.0)	(19.0, 10158.0)	(20.0, 12297.0)	(21.0, 13780.0)	(22.0, 15460.0)	(23.0, 20691.0)	(24.0, 28707.0)	(25.0, 40347.0)	(26.0, 53568.0)	(27.0, 74921.0)	(28.0, 103458.0)	(29.0, 147144.0)	(30.0, 205909.0)	(31.0, 299822.0)	(32.0, 438110.0)	(33.0, 717186.0)	(34.0, 1351614.0)	(35.0, 3944734.0)	(36.0, 14955317.0)	(37.0, 331630.0)
52R_S51_R1	(13.0, 2.0)	(14.0, 33.0)	(15.0, 114.0)	(16.0, 283.0)	(17.0, 545.0)	(18.0, 687.0)	(19.0, 1051.0)	(20.0, 1923.0)	(21.0, 3223.0)	(22.0, 5534.0)	(23.0, 11385.0)	(24.0, 20305.0)	(25.0, 33271.0)	(26.0, 48266.0)	(27.0, 73915.0)	(28.0, 113754.0)	(29.0, 177752.0)	(30.0, 259401.0)	(31.0, 364889.0)	(32.0, 481383.0)	(33.0, 681251.0)	(34.0, 1068379.0)	(35.0, 2551386.0)	(36.0, 19026583.0)	(37.0, 581021.0)		
52R_S51_R2	(11.0, 75.0)	(12.0, 1399.0)	(13.0, 3054.0)	(14.0, 3356.0)	(15.0, 3207.0)	(16.0, 2875.0)	(17.0, 3352.0)	(18.0, 5957.0)	(19.0, 9853.0)	(20.0, 12802.0)	(21.0, 15462.0)	(22.0, 21296.0)	(23.0, 35183.0)	(24.0, 54851.0)	(25.0, 76411.0)	(26.0, 96801.0)	(27.0, 127896.0)	(28.0, 167041.0)	(29.0, 224184.0)	(30.0, 297401.0)	(31.0, 414128.0)	(32.0, 583624.0)	(33.0, 927722.0)	(34.0, 1725692.0)	(35.0, 4938314.0)	(36.0, 15548590.0)	(37.0, 205810.0)
53R_S52_R1	(13.0, 10.0)	(14.0, 108.0)	(15.0, 313.0)	(16.0, 1029.0)	(17.0, 2012.0)	(18.0, 2041.0)	(19.0, 2202.0)	(20.0, 2583.0)	(21.0, 3277.0)	(22.0, 4791.0)	(23.0, 8510.0)	(24.0, 14810.0)	(25.0, 24795.0)	(26.0, 39009.0)	(27.0, 63200.0)	(28.0, 99434.0)	(29.0, 153577.0)	(30.0, 224312.0)	(31.0, 318233.0)	(32.0, 430050.0)	(33.0, 618266.0)	(34.0, 961946.0)	(35.0, 2250535.0)	(36.0, 18477077.0)	(37.0, 747359.0)		
53R_S52_R2	(11.0, 76.0)	(12.0, 1364.0)	(13.0, 2821.0)	(14.0, 3100.0)	(15.0, 2788.0)	(16.0, 2880.0)	(17.0, 3774.0)	(18.0, 6366.0)	(19.0, 9932.0)	(20.0, 12973.0)	(21.0, 16299.0)	(22.0, 21831.0)	(23.0, 35456.0)	(24.0, 55089.0)	(25.0, 78492.0)	(26.0, 100148.0)	(27.0, 132192.0)	(28.0, 171373.0)	(29.0, 227686.0)	(30.0, 297793.0)	(31.0, 405768.0)	(32.0, 556012.0)	(33.0, 855568.0)	(34.0, 1537249.0)	(35.0, 4290433.0)	(36.0, 15300421.0)	(37.0, 321595.0)
54R_S53_R1	(13.0, 2.0)	(14.0, 32.0)	(15.0, 165.0)	(16.0, 707.0)	(17.0, 1374.0)	(18.0, 1785.0)	(19.0, 2193.0)	(20.0, 3212.0)	(21.0, 4804.0)	(22.0, 6872.0)	(23.0, 11191.0)	(24.0, 17344.0)	(25.0, 28953.0)	(26.0, 46148.0)	(27.0, 76990.0)	(28.0, 123989.0)	(29.0, 198524.0)	(30.0, 296156.0)	(31.0, 421887.0)	(32.0, 560384.0)	(33.0, 812330.0)	(34.0, 1309631.0)	(35.0, 3198264.0)	(36.0, 21044927.0)	(37.0, 669330.0)		
54R_S53_R2	(11.0, 89.0)	(12.0, 1537.0)	(13.0, 3426.0)	(14.0, 3217.0)	(15.0, 2682.0)	(16.0, 2639.0)	(17.0, 3380.0)	(18.0, 5136.0)	(19.0, 7540.0)	(20.0, 9884.0)	(21.0, 12255.0)	(22.0, 15964.0)	(23.0, 25288.0)	(24.0, 40637.0)	(25.0, 62481.0)	(26.0, 87556.0)	(27.0, 124788.0)	(28.0, 171395.0)	(29.0, 236797.0)	(30.0, 322325.0)	(31.0, 453384.0)	(32.0, 645189.0)	(33.0, 1040199.0)	(34.0, 1948826.0)	(35.0, 5469375.0)	(36.0, 17760592.0)	(37.0, 380613.0)
55R_S54_R1	(13.0, 6.0)	(14.0, 72.0)	(15.0, 374.0)	(16.0, 1575.0)	(17.0, 3055.0)	(18.0, 4172.0)	(19.0, 6513.0)	(20.0, 10787.0)	(21.0, 15114.0)	(22.0, 17921.0)	(23.0, 21315.0)	(24.0, 24721.0)	(25.0, 31429.0)	(26.0, 41934.0)	(27.0, 63848.0)	(28.0, 98489.0)	(29.0, 153994.0)	(30.0, 233516.0)	(31.0, 346745.0)	(32.0, 473075.0)	(33.0, 704627.0)	(34.0, 1206737.0)	(35.0, 3346607.0)	(36.0, 12282300.0)	(37.0, 133525.0)		
55R_S54_R2	(11.0, 91.0)	(12.0, 1413.0)	(13.0, 2687.0)	(14.0, 2918.0)	(15.0, 3087.0)	(16.0, 3415.0)	(17.0, 4730.0)	(18.0, 7409.0)	(19.0, 11010.0)	(20.0, 13148.0)	(21.0, 15136.0)	(22.0, 16044.0)	(23.0, 19137.0)	(24.0, 23568.0)	(25.0, 30686.0)	(26.0, 39292.0)	(27.0, 53640.0)	(28.0, 74029.0)	(29.0, 106514.0)	(30.0, 153212.0)	(31.0, 231490.0)	(32.0, 354872.0)	(33.0, 617901.0)	(34.0, 1259642.0)	(35.0, 3849105.0)	(36.0, 12057418.0)	(37.0, 270857.0)
56R_S55_R1	(13.0, 15.0)	(14.0, 141.0)	(15.0, 589.0)	(16.0, 1892.0)	(17.0, 3470.0)	(18.0, 3303.0)	(19.0, 3215.0)	(20.0, 3598.0)	(21.0, 3683.0)	(22.0, 4659.0)	(23.0, 7688.0)	(24.0, 13440.0)	(25.0, 21997.0)	(26.0, 33951.0)	(27.0, 53370.0)	(28.0, 84263.0)	(29.0, 128694.0)	(30.0, 184970.0)	(31.0, 260851.0)	(32.0, 351388.0)	(33.0, 502035.0)	(34.0, 772664.0)	(35.0, 1767393.0)	(36.0, 15762144.0)	(37.0, 747849.0)		
56R_S55_R2	(11.0, 113.0)	(12.0, 1570.0)	(13.0, 3284.0)	(14.0, 3401.0)	(15.0, 3134.0)	(16.0, 3400.0)	(17.0, 4377.0)	(18.0, 7133.0)	(19.0, 11116.0)	(20.0, 13575.0)	(21.0, 16704.0)	(22.0, 20491.0)	(23.0, 30708.0)	(24.0, 45686.0)	(25.0, 63879.0)	(26.0, 82083.0)	(27.0, 109053.0)	(28.0, 142567.0)	(29.0, 188586.0)	(30.0, 246811.0)	(31.0, 335121.0)	(32.0, 456599.0)	(33.0, 704615.0)	(34.0, 1273417.0)	(35.0, 3629878.0)	(36.0, 13090081.0)	(37.0, 229880.0)
57R_S56_R1	(13.0, 7.0)	(14.0, 81.0)	(15.0, 298.0)	(16.0, 836.0)	(17.0, 1402.0)	(18.0, 1562.0)	(19.0, 1635.0)	(20.0, 2050.0)	(21.0, 2705.0)	(22.0, 4803.0)	(23.0, 10069.0)	(24.0, 19574.0)	(25.0, 32846.0)	(26.0, 49724.0)	(27.0, 76950.0)	(28.0, 118204.0)	(29.0, 179273.0)	(30.0, 255821.0)	(31.0, 357884.0)	(32.0, 482672.0)	(33.0, 688537.0)	(34.0, 1060027.0)	(35.0, 2399159.0)	(36.0, 20679508.0)	(37.0, 1002198.0)		
57R_S56_R2	(11.0, 102.0)	(12.0, 1269.0)	(13.0, 2545.0)	(14.0, 2787.0)	(15.0, 2817.0)	(16.0, 3152.0)	(17.0, 4362.0)	(18.0, 8143.0)	(19.0, 13864.0)	(20.0, 17877.0)	(21.0, 22778.0)	(22.0, 32425.0)	(23.0, 54291.0)	(24.0, 83211.0)	(25.0, 113979.0)	(26.0, 140390.0)	(27.0, 179476.0)	(28.0, 225869.0)	(29.0, 293380.0)	(30.0, 376745.0)	(31.0, 504393.0)	(32.0, 685404.0)	(33.0, 1060220.0)	(34.0, 1916741.0)	(35.0, 5245728.0)	(36.0, 16145933.0)	(37.0, 289944.0)
58R_S57_R1	(13.0, 1.0)	(14.0, 33.0)	(15.0, 161.0)	(16.0, 487.0)	(17.0, 946.0)	(18.0, 1138.0)	(19.0, 1440.0)	(20.0, 2079.0)	(21.0, 2870.0)	(22.0, 5004.0)	(23.0, 10349.0)	(24.0, 18856.0)	(25.0, 32292.0)	(26.0, 49913.0)	(27.0, 80586.0)	(28.0, 126573.0)	(29.0, 196938.0)	(30.0, 287353.0)	(31.0, 416005.0)	(32.0, 578526.0)	(33.0, 857500.0)	(34.0, 1412433.0)	(35.0, 3682554.0)	(36.0, 19234373.0)	(37.0, 308190.0)		
58R_S57_R2	(11.0, 98.0)	(12.0, 1399.0)	(13.0, 2820.0)	(14.0, 3150.0)	(15.0, 2895.0)	(16.0, 2996.0)	(17.0, 3612.0)	(18.0, 5386.0)	(19.0, 8121.0)	(20.0, 10390.0)	(21.0, 11927.0)	(22.0, 15133.0)	(23.0, 23667.0)	(24.0, 36297.0)	(25.0, 52192.0)	(26.0, 69846.0)	(27.0, 95925.0)	(28.0, 130478.0)	(29.0, 181787.0)	(30.0, 254337.0)	(31.0, 368209.0)	(32.0, 540779.0)	(33.0, 896192.0)	(34.0, 1734157.0)	(35.0, 5163810.0)	(36.0, 17435515.0)	(37.0, 255482.0)
59R_S58_R1	(13.0, 4.0)	(14.0, 42.0)	(15.0, 197.0)	(16.0, 671.0)	(17.0, 1287.0)	(18.0, 1444.0)	(19.0, 1615.0)	(20.0, 1936.0)	(21.0, 2571.0)	(22.0, 3715.0)	(23.0, 6880.0)	(24.0, 12064.0)	(25.0, 19987.0)	(26.0, 31059.0)	(27.0, 49917.0)	(28.0, 77382.0)	(29.0, 119282.0)	(30.0, 171122.0)	(31.0, 241311.0)	(32.0, 326443.0)	(33.0, 468856.0)	(34.0, 727052.0)	(35.0, 1689335.0)	(36.0, 14029881.0)	(37.0, 633596.0)		
59R_S58_R2	(11.0, 75.0)	(12.0, 1017.0)	(13.0, 2268.0)	(14.0, 2267.0)	(15.0, 2143.0)	(16.0, 1896.0)	(17.0, 2659.0)	(18.0, 4965.0)	(19.0, 8619.0)	(20.0, 11255.0)	(21.0, 13997.0)	(22.0, 18342.0)	(23.0, 29134.0)	(24.0, 44655.0)	(25.0, 62533.0)	(26.0, 80039.0)	(27.0, 105081.0)	(28.0, 135124.0)	(29.0, 176660.0)	(30.0, 229447.0)	(31.0, 310180.0)	(32.0, 423538.0)	(33.0, 651131.0)	(34.0, 1173988.0)	(35.0, 3286081.0)	(36.0, 11589144.0)	(37.0, 251411.0)
5R_S4_R1	(13.0, 2.0)	(14.0, 51.0)	(15.0, 290.0)	(16.0, 1236.0)	(17.0, 2558.0)	(18.0, 2792.0)	(19.0, 3104.0)	(20.0, 3927.0)	(21.0, 5074.0)	(22.0, 7187.0)	(23.0, 12563.0)	(24.0, 21804.0)	(25.0, 33862.0)	(26.0, 46281.0)	(27.0, 64947.0)	(28.0, 94855.0)	(29.0, 140086.0)	(30.0, 198981.0)	(31.0, 279981.0)	(32.0, 375665.0)	(33.0, 533135.0)	(34.0, 820953.0)	(35.0, 1838392.0)	(36.0, 15836206.0)	(37.0, 646160.0)		
5R_S4_R2	(11.0, 11.0)	(12.0, 482.0)	(13.0, 2229.0)	(14.0, 3633.0)	(15.0, 4304.0)	(16.0, 4978.0)	(17.0, 6345.0)	(18.0, 9953.0)	(19.0, 16574.0)	(20.0, 21934.0)	(21.0, 26885.0)	(22.0, 33026.0)	(23.0, 43805.0)	(24.0, 57944.0)	(25.0, 70996.0)	(26.0, 80560.0)	(27.0, 98646.0)	(28.0, 125795.0)	(29.0, 165430.0)	(30.0, 217424.0)	(31.0, 297635.0)	(32.0, 411261.0)	(33.0, 633913.0)	(34.0, 1154753.0)	(35.0, 3470609.0)	(36.0, 13787308.0)	(37.0, 223659.0)
60R_S59_R1	(13.0, 9.0)	(14.0, 134.0)	(15.0, 307.0)	(16.0, 880.0)	(17.0, 1812.0)	(18.0, 2240.0)	(19.0, 2360.0)	(20.0, 2463.0)	(21.0, 3116.0)	(22.0, 4763.0)	(23.0, 9272.0)	(24.0, 17396.0)	(25.0, 29730.0)	(26.0, 46499.0)	(27.0, 74349.0)	(28.0, 114539.0)	(29.0, 174788.0)	(30.0, 251120.0)	(31.0, 355433.0)	(32.0, 479701.0)	(33.0, 687501.0)	(34.0, 1055688.0)	(35.0, 2395744.0)	(36.0, 21010014.0)	(37.0, 938034.0)		
60R_S59_R2	(11.0, 99.0)	(12.0, 1261.0)	(13.0, 2793.0)	(14.0, 3315.0)	(15.0, 3693.0)	(16.0, 3941.0)	(17.0, 6015.0)	(18.0, 12883.0)	(19.0, 21166.0)	(20.0, 27325.0)	(21.0, 34760.0)	(22.0, 49461.0)	(23.0, 81524.0)	(24.0, 123463.0)	(25.0, 165283.0)	(26.0, 198474.0)	(27.0, 247076.0)	(28.0, 305333.0)	(29.0, 385819.0)	(30.0, 486416.0)	(31.0, 645098.0)	(32.0, 876727.0)	(33.0, 1365604.0)	(34.0, 2499480.0)	(35.0, 6362885.0)	(36.0, 13598852.0)	(37.0, 149146.0)
61R_S60_R1	(14.0, 5.0)	(15.0, 62.0)	(16.0, 199.0)	(17.0, 477.0)	(18.0, 677.0)	(19.0, 844.0)	(20.0, 1265.0)	(21.0, 2038.0)	(22.0, 3824.0)	(23.0, 8211.0)	(24.0, 16313.0)	(25.0, 28934.0)	(26.0, 47814.0)	(27.0, 76588.0)	(28.0, 120195.0)	(29.0, 185285.0)	(30.0, 270355.0)	(31.0, 386714.0)	(32.0, 528805.0)	(33.0, 759456.0)	(34.0, 1183566.0)	(35.0, 2739169.0)	(36.0, 23333277.0)	(37.0, 949409.0)			
61R_S60_R2	(11.0, 11.0)	(12.0, 437.0)	(13.0, 1765.0)	(14.0, 2561.0)	(15.0, 2625.0)	(16.0, 2522.0)	(17.0, 3053.0)	(18.0, 5530.0)	(19.0, 10031.0)	(20.0, 13983.0)	(21.0, 17074.0)	(22.0, 24803.0)	(23.0, 42363.0)	(24.0, 71596.0)	(25.0, 104918.0)	(26.0, 137604.0)	(27.0, 179649.0)	(28.0, 231644.0)	(29.0, 305631.0)	(30.0, 395676.0)	(31.0, 534490.0)	(32.0, 729788.0)	(33.0, 1115359.0)	(34.0, 1980985.0)	(35.0, 5475977.0)	(36.0, 18924293.0)	(37.0, 329114.0)
62R_S61_R1	(13.0, 3.0)	(14.0, 22.0)	(15.0, 83.0)	(16.0, 349.0)	(17.0, 700.0)	(18.0, 766.0)	(19.0, 939.0)	(20.0, 1337.0)	(21.0, 1996.0)	(22.0, 3377.0)	(23.0, 6761.0)	(24.0, 12701.0)	(25.0, 22332.0)	(26.0, 37258.0)	(27.0, 62818.0)	(28.0, 101336.0)	(29.0, 160413.0)	(30.0, 236517.0)	(31.0, 341395.0)	(32.0, 472714.0)	(33.0, 691803.0)	(34.0, 1102329.0)	(35.0, 2687118.0)	(36.0, 19717191.0)	(37.0, 581093.0)		
62R_S61_R2	(11.0, 118.0)	(12.0, 1751.0)	(13.0, 3031.0)	(14.0, 2509.0)	(15.0, 2037.0)	(16.0, 1908.0)	(17.0, 2716.0)	(18.0, 4733.0)	(19.0, 8269.0)	(20.0, 11144.0)	(21.0, 13713.0)	(22.0, 18265.0)	(23.0, 29192.0)	(24.0, 46762.0)	(25.0, 70476.0)	(26.0, 96839.0)	(27.0, 134071.0)	(28.0, 178831.0)	(29.0, 242359.0)	(30.0, 323201.0)	(31.0, 449678.0)	(32.0, 625954.0)	(33.0, 977168.0)	(34.0, 1755791.0)	(35.0, 4835533.0)	(36.0, 16018007.0)	(37.0, 389295.0)
63R_S95_R1	(13.0, 1.0)	(14.0, 18.0)	(15.0, 133.0)	(16.0, 571.0)	(17.0, 1035.0)	(18.0, 1165.0)	(19.0, 1193.0)	(20.0, 1572.0)	(21.0, 2244.0)	(22.0, 4344.0)	(23.0, 9830.0)	(24.0, 20065.0)	(25.0, 36259.0)	(26.0, 59888.0)	(27.0, 101905.0)	(28.0, 164856.0)	(29.0, 258993.0)	(30.0, 385184.0)	(31.0, 565117.0)	(32.0, 803163.0)	(33.0, 1235580.0)	(34.0, 2155675.0)	(35.0, 6276520.0)	(36.0, 23789522.0)	(37.0, 238632.0)		
63R_S95_R2	(11.0, 182.0)	(12.0, 2135.0)	(13.0, 4078.0)	(14.0, 4180.0)	(15.0, 3791.0)	(16.0, 3331.0)	(17.0, 3869.0)	(18.0, 5752.0)	(19.0, 9065.0)	(20.0, 11681.0)	(21.0, 12755.0)	(22.0, 15100.0)	(23.0, 21388.0)	(24.0, 31911.0)	(25.0, 48586.0)	(26.0, 68449.0)	(27.0, 101920.0)	(28.0, 146843.0)	(29.0, 214796.0)	(30.0, 310662.0)	(31.0, 467918.0)	(32.0, 713559.0)	(33.0, 1226163.0)	(34.0, 2478421.0)	(35.0, 7586331.0)	(36.0, 22320106.0)	(37.0, 300493.0)
64R_S62_R1	(13.0, 5.0)	(14.0, 24.0)	(15.0, 94.0)	(16.0, 320.0)	(17.0, 615.0)	(18.0, 872.0)	(19.0, 1511.0)	(20.0, 2910.0)	(21.0, 4749.0)	(22.0, 6525.0)	(23.0, 10530.0)	(24.0, 17636.0)	(25.0, 28996.0)	(26.0, 44095.0)	(27.0, 70260.0)	(28.0, 109846.0)	(29.0, 170996.0)	(30.0, 252517.0)	(31.0, 363678.0)	(32.0, 498815.0)	(33.0, 740709.0)	(34.0, 1225077.0)	(35.0, 3209468.0)	(36.0, 17374164.0)	(37.0, 334230.0)		
64R_S62_R2	(11.0, 105.0)	(12.0, 1342.0)	(13.0, 2623.0)	(14.0, 2533.0)	(15.0, 2286.0)	(16.0, 2094.0)	(17.0, 2948.0)	(18.0, 5299.0)	(19.0, 8615.0)	(20.0, 10775.0)	(21.0, 12901.0)	(22.0, 16711.0)	(23.0, 27033.0)	(24.0, 41847.0)	(25.0, 60511.0)	(26.0, 80820.0)	(27.0, 109998.0)	(28.0, 147129.0)	(29.0, 200139.0)	(30.0, 271501.0)	(31.0, 382238.0)	(32.0, 544855.0)	(33.0, 877629.0)	(34.0, 1652701.0)	(35.0, 4724741.0)	(36.0, 15065905.0)	(37.0, 213363.0)
65R_S63_R1	(12.0, 1.0)	(13.0, 12.0)	(14.0, 125.0)	(15.0, 651.0)	(16.0, 2493.0)	(17.0, 4888.0)	(18.0, 5151.0)	(19.0, 4769.0)	(20.0, 4652.0)	(21.0, 4992.0)	(22.0, 6792.0)	(23.0, 11615.0)	(24.0, 19052.0)	(25.0, 28882.0)	(26.0, 40571.0)	(27.0, 61905.0)	(28.0, 95197.0)	(29.0, 146717.0)	(30.0, 213930.0)	(31.0, 309157.0)	(32.0, 431333.0)	(33.0, 649413.0)	(34.0, 1099797.0)	(35.0, 3004810.0)	(36.0, 13132138.0)	(37.0, 173326.0)	
65R_S63_R2	(11.0, 166.0)	(12.0, 1794.0)	(13.0, 3559.0)	(14.0, 3136.0)	(15.0, 2759.0)	(16.0, 3026.0)	(17.0, 4779.0)	(18.0, 8094.0)	(19.0, 12476.0)	(20.0, 14477.0)	(21.0, 16031.0)	(22.0, 17125.0)	(23.0, 20767.0)	(24.0, 26326.0)	(25.0, 33854.0)	(26.0, 42557.0)	(27.0, 57853.0)	(28.0, 79232.0)	(29.0, 112693.0)	(30.0, 159995.0)	(31.0, 234935.0)	(32.0, 347739.0)	(33.0, 577699.0)	(34.0, 1112411.0)	(35.0, 3391730.0)	(36.0, 12916038.0)	(37.0, 251118.0)
66R_S64_R1	(13.0, 5.0)	(14.0, 83.0)	(15.0, 825.0)	(16.0, 3897.0)	(17.0, 8522.0)	(18.0, 9704.0)	(19.0, 9482.0)	(20.0, 10656.0)	(21.0, 11256.0)	(22.0, 12082.0)	(23.0, 16923.0)	(24.0, 24519.0)	(25.0, 33684.0)	(26.0, 43312.0)	(27.0, 63039.0)	(28.0, 93907.0)	(29.0, 144464.0)	(30.0, 211509.0)	(31.0, 308344.0)	(32.0, 430812.0)	(33.0, 652500.0)	(34.0, 1111002.0)	(35.0, 3126408.0)	(36.0, 11958938.0)	(37.0, 135623.0)		
66R_S64_R2	(11.0, 251.0)	(12.0, 3415.0)	(13.0, 6504.0)	(14.0, 6020.0)	(15.0, 5550.0)	(16.0, 6707.0)	(17.0, 10111.0)	(18.0, 16586.0)	(19.0, 22935.0)	(20.0, 29127.0)	(21.0, 36836.0)	(22.0, 36852.0)	(23.0, 36725.0)	(24.0, 37457.0)	(25.0, 39362.0)	(26.0, 42830.0)	(27.0, 53848.0)	(28.0, 71187.0)	(29.0, 100008.0)	(30.0, 141027.0)	(31.0, 211193.0)	(32.0, 318508.0)	(33.0, 535622.0)	(34.0, 1055241.0)	(35.0, 3278309.0)	(36.0, 12039151.0)	(37.0, 280134.0)
67R_S65_R1	(13.0, 9.0)	(14.0, 111.0)	(15.0, 592.0)	(16.0, 2270.0)	(17.0, 4126.0)	(18.0, 4053.0)	(19.0, 3738.0)	(20.0, 3801.0)	(21.0, 4364.0)	(22.0, 5965.0)	(23.0, 12079.0)	(24.0, 22052.0)	(25.0, 34773.0)	(26.0, 48293.0)	(27.0, 70105.0)	(28.0, 102547.0)	(29.0, 152658.0)	(30.0, 216681.0)	(31.0, 303256.0)	(32.0, 404782.0)	(33.0, 575770.0)	(34.0, 883704.0)	(35.0, 2022918.0)	(36.0, 17713942.0)	(37.0, 815973.0)		
67R_S65_R2	(11.0, 126.0)	(12.0, 1872.0)	(13.0, 3657.0)	(14.0, 3713.0)	(15.0, 3669.0)	(16.0, 4080.0)	(17.0, 6168.0)	(18.0, 10762.0)	(19.0, 16410.0)	(20.0, 19578.0)	(21.0, 23385.0)	(22.0, 30648.0)	(23.0, 48550.0)	(24.0, 72718.0)	(25.0, 96830.0)	(26.0, 116788.0)	(27.0, 147771.0)	(28.0, 186775.0)	(29.0, 242190.0)	(30.0, 314192.0)	(31.0, 420863.0)	(32.0, 577549.0)	(33.0, 895179.0)	(34.0, 1627683.0)	(35.0, 4567360.0)	(36.0, 13754445.0)	(37.0, 215601.0)
68R_S66_R1	(13.0, 2.0)	(14.0, 47.0)	(15.0, 229.0)	(16.0, 933.0)	(17.0, 1974.0)	(18.0, 2196.0)	(19.0, 2377.0)	(20.0, 2861.0)	(21.0, 3748.0)	(22.0, 6434.0)	(23.0, 13728.0)	(24.0, 25366.0)	(25.0, 39374.0)	(26.0, 52450.0)	(27.0, 75286.0)	(28.0, 112770.0)	(29.0, 172263.0)	(30.0, 253331.0)	(31.0, 367950.0)	(32.0, 516575.0)	(33.0, 780798.0)	(34.0, 1316654.0)	(35.0, 3608729.0)	(36.0, 16889895.0)	(37.0, 217470.0)		
68R_S66_R2	(11.0, 99.0)	(12.0, 1190.0)	(13.0, 2489.0)	(14.0, 3046.0)	(15.0, 3171.0)	(16.0, 3627.0)	(17.0, 5077.0)	(18.0, 10989.0)	(19.0, 18076.0)	(20.0, 20209.0)	(21.0, 23699.0)	(22.0, 29976.0)	(23.0, 43692.0)	(24.0, 61597.0)	(25.0, 79084.0)	(26.0, 96342.0)	(27.0, 124309.0)	(28.0, 163181.0)	(29.0, 222904.0)	(30.0, 304659.0)	(31.0, 438263.0)	(32.0, 644238.0)	(33.0, 1089035.0)	(34.0, 2157027.0)	(35.0, 5862905.0)	(36.0, 12914211.0)	(37.0, 140345.0)
